"Name","Runtime","activation_function","batch_size","epochs","learning_rate","num_neurons","optimizer","Train_accuracy","Train_cost","Train_f1","Train_precision","Train_recall","Validation_accuracy","Validation_cost","Validation_f1","Validation_precision","Validation_recall","accuracy","f1","precision","recall"
"run-263","12","linear","256","10","0.1","[32]","minibatch-gd","0.4890590809628009","4301.273655948026","0.4890590809628009","0.4890590809628009","0.4890590809628009","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-236","12","linear","16","100","0.01","[32]","minibatch-gd","0.5765864332603938","3564.4544265899585","0.5765864332603938","0.5765864332603938","0.5765864332603938","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-260","13","linear","256","10","0.01","[32,64,32]","minibatch-gd","0.42778993435448576","4817.047116498674","0.42778993435448576","0.42778993435448576","0.42778993435448576","0.5217391304347826","506.5747207587101","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826"
"run-262","11","linear","256","10","0.1","[32]","batch-gd","0.526258205689278","3988.125483470847","0.526258205689278","0.526258205689278","0.526258205689278","0.5217391304347826","506.5747207587101","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826"
"run-276","12","linear","256","100","0.01","[32,64,32]","sgd","0.6137855579868708","3251.3062541127792","0.6137855579868708","0.6137855579868708","0.6137855579868708","0.5217391304347826","506.57472075871","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826"
"run-71","13","relu","256","100","0.1","[32,64,32]","minibatch-gd","0.5492341356673961","3794.7104357643543","0.5492341356673961","0.5492341356673961","0.5492341356673961","0.5217391304347826","506.57472075871","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826"
"run-191","12","tanh","256","10","0.1","[32]","minibatch-gd","0.5010940919037199","4199.961011911291","0.5010940919037199","0.5010940919037199","0.5010940919037199","0.5217391304347826","506.57472075871","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826"
"run-278","11","linear","256","100","0.01","[32,64,32]","minibatch-gd","0.5393873085339168","3877.602599067137","0.5393873085339168","0.5393873085339168","0.5393873085339168","0.5217391304347826","506.5747207587101","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826"
"run-227","12","linear","16","10","0.1","[32]","minibatch-gd","0.41684901531728663","4909.149520168432","0.4168490153172866","0.41684901531728663","0.41684901531728663","0.5217391304347826","506.5747207587101","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5217391304347826"
"run-284","12","linear","256","100","0.1","[32,64]","minibatch-gd","0.5853391684901532","3490.7725036541515","0.5853391684901532","0.5853391684901532","0.5853391684901532","0.5130434782608696","515.7849611256859","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696"
"run-17","12","relu","16","10","0.1","[32,64,32]","minibatch-gd","0.5645514223194749","3665.7670706266927","0.5645514223194749","0.5645514223194749","0.5645514223194749","0.5130434782608696","515.7849611256859","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696"
"run-283","12","linear","256","100","0.1","[32,64]","batch-gd","0.5196936542669585","4043.386925672703","0.5196936542669585","0.5196936542669585","0.5196936542669585","0.5130434782608696","515.7849611256859","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696"
"run-90","13","sigmoid","16","100","0.01","[32]","sgd","0.5667396061269147","3647.3465898927407","0.5667396061269147","0.5667396061269147","0.5667396061269147","0.5130434782608696","515.7849611256859","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696","0.5130434782608696"
"run-7","13","relu","16","10","0.01","[32,64,32]","batch-gd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-212","12","tanh","256","100","0.1","[32,64]","minibatch-gd","0.5525164113785558","3767.079714663427","0.5525164113785558","0.5525164113785558","0.5525164113785558","0.5043478260869565","524.9952014926616","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-69","11","relu","256","100","0.1","[32,64,32]","sgd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-76","12","sigmoid","16","10","0.01","[32,64]","batch-gd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-206","12","tanh","256","100","0.01","[32,64,32]","minibatch-gd","0.4814004376367615","4365.745338516857","0.4814004376367615","0.4814004376367615","0.4814004376367615","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-117","11","sigmoid","256","10","0.1","[32]","sgd","0.5908096280087527","3444.7213018192724","0.5908096280087527","0.5908096280087527","0.5908096280087527","0.5043478260869565","524.9952014926616","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-5","15","relu","16","10","0.01","[32,64]","minibatch-gd","0.5525164113785558","3767.079714663427","0.5525164113785558","0.5525164113785558","0.5525164113785558","0.5043478260869565","524.9952014926616","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-95","13","sigmoid","16","100","0.01","[32,64]","minibatch-gd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-79","11","sigmoid","16","10","0.01","[32,64,32]","batch-gd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-164","11","tanh","16","100","0.01","[32]","minibatch-gd","0.5678336980306345","3638.136349525765","0.5678336980306345","0.5678336980306345","0.5678336980306345","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-179","13","tanh","16","100","0.1","[32,64,32]","minibatch-gd","0.5897155361050328","3453.9315421862484","0.5897155361050328","0.5897155361050328","0.5897155361050328","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-258","12","linear","256","10","0.01","[32,64,32]","sgd","0.5984682713347921","3380.249619250442","0.5984682713347921","0.5984682713347921","0.5984682713347921","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-85","11","sigmoid","16","10","0.1","[32,64]","batch-gd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-250","12","linear","16","100","0.1","[32,64,32]","batch-gd","0.5153172866520788","4080.2278871406056","0.5153172866520788","0.5153172866520788","0.5153172866520788","0.5043478260869565","524.9952014926616","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-239","13","linear","16","100","0.01","[32,64]","minibatch-gd","0.5962800875273523","3398.6700999843924","0.5962800875273523","0.5962800875273523","0.5962800875273523","0.5043478260869565","524.9952014926616","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-120","14","sigmoid","256","10","0.1","[32,64]","sgd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-123","13","sigmoid","256","10","0.1","[32,64,32]","sgd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-112","11","sigmoid","256","10","0.01","[32,64]","batch-gd","0.4026258205689278","5028.882644939118","0.4026258205689278","0.4026258205689278","0.4026258205689278","0.5043478260869565","524.9952014926617","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565","0.5043478260869565"
"run-73","12","sigmoid","16","10","0.01","[32]","batch-gd","0.3993435448577681","5056.513366040045","0.3993435448577681","0.3993435448577681","0.3993435448577681","0.4956521739130435","534.2054418596376","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435"
"run-20","12","relu","16","100","0.01","[32]","minibatch-gd","0.5689277899343544","3628.9261091587887","0.5689277899343544","0.5689277899343544","0.5689277899343544","0.4956521739130435","534.2054418596376","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435"
"run-210","11","tanh","256","100","0.1","[32,64]","sgd","0.5831509846827133","3509.1929843881035","0.5831509846827133","0.5831509846827133","0.5831509846827133","0.4956521739130435","534.2054418596376","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435"
"run-224","13","linear","16","10","0.01","[32,64,32]","minibatch-gd","0.5853391684901532","3490.7725036541515","0.5853391684901532","0.5853391684901532","0.5853391684901532","0.4956521739130435","534.2054418596376","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435"
"run-34","12","relu","16","100","0.1","[32,64,32]","batch-gd","0.4617067833698031","4531.529665122423","0.4617067833698031","0.4617067833698031","0.4617067833698031","0.4956521739130435","534.2054418596375","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435"
"run-91","12","sigmoid","16","100","0.01","[32]","batch-gd","0.4431072210065646","4688.103751361012","0.4431072210065646","0.4431072210065646","0.4431072210065646","0.4956521739130435","534.2054418596376","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435","0.4956521739130435"
"run-220","12","linear","16","10","0.01","[32,64]","batch-gd","0.3938730853391685","5102.564567874925","0.3938730853391685","0.3938730853391685","0.3938730853391685","0.48695652173913045","543.4156822266134","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045"
"run-277","12","linear","256","100","0.01","[32,64,32]","batch-gd","0.49452954048140046","4255.222454113146","0.49452954048140046","0.49452954048140046","0.49452954048140046","0.48695652173913045","543.4156822266134","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045"
"run-274","12","linear","256","100","0.01","[32,64]","batch-gd","0.4387308533916849","4724.944712828915","0.4387308533916849","0.4387308533916849","0.4387308533916849","0.48695652173913045","543.4156822266134","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045","0.48695652173913045"
"run-49","13","relu","256","10","0.1","[32,64]","batch-gd","0.5065645514223195","4153.909810076413","0.5065645514223195","0.5065645514223195","0.5065645514223195","0.4782608695652174","552.6259225935893","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174"
"run-26","11","relu","16","100","0.01","[32,64,32]","minibatch-gd","0.5514223194748359","3776.289955030403","0.5514223194748359","0.5514223194748359","0.5514223194748359","0.4782608695652174","552.6259225935893","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174"
"run-232","13","linear","16","10","0.1","[32,64,32]","batch-gd","0.5087527352297593","4135.489329342461","0.5087527352297593","0.5087527352297593","0.5087527352297593","0.4782608695652174","552.6259225935893","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174"
"run-287","13","linear","256","100","0.1","[32,64,32]","minibatch-gd","0.5514223194748359","3776.289955030403","0.5514223194748359","0.5514223194748359","0.5514223194748359","0.4782608695652174","552.6259225935893","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174"
"run-52","12","relu","256","10","0.1","[32,64,32]","batch-gd","0.49452954048140046","4255.222454113147","0.49452954048140046","0.49452954048140046","0.49452954048140046","0.4782608695652174","552.6259225935893","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174"
"run-253","12","linear","256","10","0.01","[32]","batch-gd","0.38402625820568925","5185.456731177708","0.38402625820568925","0.38402625820568925","0.38402625820568925","0.4782608695652174","552.6259225935893","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.4782608695652174"
"run-46","12","relu","256","10","0.1","[32]","batch-gd","0.4912472647702407","4282.853175214074","0.4912472647702407","0.4912472647702407","0.4912472647702407","0.4695652173913043","561.8361629605652","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043"
"run-188","13","tanh","256","10","0.01","[32,64,32]","minibatch-gd","0.4387308533916849","4724.944712828915","0.4387308533916849","0.4387308533916849","0.4387308533916849","0.4695652173913043","561.8361629605652","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043"
"run-136","11","sigmoid","256","100","0.1","[32]","batch-gd","0.4387308533916849","4724.944712828916","0.4387308533916849","0.4387308533916849","0.4387308533916849","0.4695652173913043","561.8361629605652","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043"
"run-3","14","relu","16","10","0.01","[32,64]","sgd","0.5919037199124726","3435.5110614522964","0.5919037199124726","0.5919037199124726","0.5919037199124726","0.4695652173913043","561.8361629605652","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043"
"run-53","12","relu","256","10","0.1","[32,64,32]","minibatch-gd","0.5481400437636762","3803.9206761313303","0.5481400437636762","0.5481400437636762","0.5481400437636762","0.4695652173913043","561.8361629605652","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043"
"run-13","12","relu","16","10","0.1","[32,64]","batch-gd","0.4660831509846827","4494.6887036545195","0.4660831509846827","0.4660831509846827","0.4660831509846827","0.4695652173913043","561.8361629605652","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043"
"run-215","11","tanh","256","100","0.1","[32,64,32]","minibatch-gd","0.5361050328227571","3905.233320168065","0.5361050328227571","0.5361050328227571","0.5361050328227571","0.4695652173913043","561.8361629605652","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043","0.4695652173913043"
"run-190","11","tanh","256","10","0.1","[32]","batch-gd","0.47811816192560175","4393.376059617784","0.47811816192560175","0.47811816192560175","0.47811816192560175","0.4608695652173913","571.046403327541","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913"
"run-235","12","linear","16","100","0.01","[32]","batch-gd","0.4485776805251641","4642.052549526133","0.4485776805251641","0.4485776805251641","0.4485776805251641","0.4608695652173913","571.0464033275409","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913"
"run-248","15","linear","16","100","0.1","[32,64]","minibatch-gd","0.5393873085339168","3877.602599067137","0.5393873085339168","0.5393873085339168","0.5393873085339168","0.4608695652173913","571.0464033275409","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913","0.4608695652173913"
"run-47","12","relu","256","10","0.1","[32]","minibatch-gd","0.5251641137855579","3997.335723837823","0.5251641137855579","0.5251641137855579","0.5251641137855579","0.45217391304347826","580.2566436945169","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826"
"run-241","12","linear","16","100","0.01","[32,64,32]","batch-gd","0.3610503282275711","5378.8717788842005","0.3610503282275711","0.3610503282275711","0.3610503282275711","0.45217391304347826","580.2566436945168","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826"
"run-194","12","tanh","256","10","0.1","[32,64]","minibatch-gd","0.5612691466083151","3693.39779172762","0.5612691466083151","0.5612691466083151","0.5612691466083151","0.45217391304347826","580.2566436945168","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826","0.45217391304347826"
